processing_order,source_message_id,segment_id,segment_name,market_group,created_at,updated_at,edited_at,raw_text,normalized_text,normalized_text_hash,record_type,action_label,action_scope,symbol_group,symbol_raw,symbol,symbols_json,contract_month,strike_price,option_type,direction,quantity_percent,quantity_basis,remaining_holding_multiplier,quantity_rule_source,quantity_is_default,execution_prices_json,execution_price_primary,stop_loss,targets_json,target_1,target_2,is_correction,is_multi_instrument,requires_context,auto_apply_eligible,label_confidence,needs_review,label_status,label_source,label_reason,percentage_semantics,exact_duplicate_count,exact_duplicate_rank,is_exact_duplicate,production_status
962,6a3b54591226b8e7029ee866,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T03:51:53.155Z,2026-06-24T03:51:53.155Z,,50% PROFIT BOOK IN DRREDDY@1327,50% PROFIT BOOK IN DRREDDY @1327,b4c7caa753098f96,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,DRREDDY,DRREDDY,"[""DRREDDY""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[1327.0],1327.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
963,6a3b57551226b8e7029eeb25,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T04:04:37.974Z,2026-06-24T04:04:37.974Z,,HOLD MARUTI WITH SL 13300,HOLD MARUTI WITH SL 13300,e3015a6b596a7dd6,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,MARUTI,MARUTI,"[""MARUTI""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,13300.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
964,6a3b5acc1226b8e7029eed10,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-06-24T04:19:24.511Z,2026-06-24T04:19:24.511Z,,SL TOUCH IN GOLD AND SILVER,SL TOUCH IN GOLD AND SILVER,3e12afffb53ac221,TRADE_ACTION,CLOSE_POSITION,MULTI_INSTRUMENT,,GOLD AND SILVER,,"[""GOLD"", ""SILVER""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,True,True,False,0.7,True,REVIEW_REQUIRED,RULE_BASED_AND_CURATED,Stop-loss hit closes current holding. Multiple instruments must be split into separate events.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,MANUAL_OR_CONTEXT_REVIEW
965,6a3b5c311226b8e7029eee1f,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T04:25:21.925Z,2026-06-24T04:25:21.925Z,,SL TOUCH IN TATASTEEL,SL TOUCH IN TATASTEEL,ee0179a820f8f997,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,TATASTEEL,TATASTEEL,"[""TATASTEEL""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Stop-loss hit closes current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
966,6a3b5c491226b8e7029eee62,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T04:25:45.305Z,2026-06-24T04:25:45.305Z,,POSITIONAL TRADER HOLD TATASTEEL FOR NEXT WEEK,POSITIONAL TRADER HOLD TATASTEEL FOR NEXT WEEK,9a1ca60ec3215294,TRADE_UPDATE,HOLD_POSITION,SINGLE_INSTRUMENT,,TATASTEEL,TATASTEEL,"[""TATASTEEL""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,,[],,,False,False,False,True,0.97,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold instruction; no quantity change.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
967,6a3b5ce01226b8e7029eeea7,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T04:28:16.534Z,2026-06-24T04:28:16.534Z,,POSITIONAL BUY HINDALCO(JULY)@973 SL 958 TGT 1015-1040,POSITIONAL BUY HINDALCO(JULY)@973 SL 958 TGT 1015-1040,897b84574774327b,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,HINDALCO,HINDALCO,"[""HINDALCO""]",JUL,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[973.0],973.0,958.0,"[1015.0, 1040.0]",1015.0,1040.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
968,6a3b60b11226b8e7029ef070,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-24T04:44:33.483Z,2026-06-24T04:44:33.483Z,,PART PROFIT BOOK IN NIFTY@23925,PART PROFIT BOOK IN NIFTY @23925,9647e6cfb64a912c,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,,25.0,CURRENT_HOLDING,0.75,PART_PROFIT_RULE,False,[23925.0],23925.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Part/partial profit means sell 25% of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
969,6a3b60d61226b8e7029ef0b9,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T04:45:10.011Z,2026-06-24T04:45:10.011Z,,SL TOUCH IN MARUTI,SL TOUCH IN MARUTI,d11bb367efb4e213,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,MARUTI,MARUTI,"[""MARUTI""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Stop-loss hit closes current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
970,6a3b61251226b8e7029ef0e3,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T04:46:29.495Z,2026-06-24T04:46:46.257Z,2026-06-24T04:46:46.257Z,POSITIONAL BUY TATASTEEL(JULY)@192.30 SL 185 TGT 205-214,POSITIONAL BUY TATASTEEL(JULY)@192.30 SL 185 TGT 205-214,10decf4085eebc35,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,TATASTEEL,TATASTEEL,"[""TATASTEEL""]",JUL,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[192.3],192.3,185.0,"[205.0, 214.0]",205.0,214.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
971,6a3b61c11226b8e7029ef146,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-24T04:49:05.606Z,2026-06-24T04:49:05.606Z,,POSITIONAL SELL BANKNIFTY(JULY)@58065 SL 58600 TGT 57500-57000,POSITIONAL SELL BANKNIFTY(JULY)@58065 SL 58600 TGT 57500-57000,8b6dcc3431235abf,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,BANKNIFTY,BANKNIFTY,"[""BANKNIFTY""]",JUL,,,SHORT,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[58065.0],58065.0,58600.0,"[57500.0, 57000.0]",57500.0,57000.0,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell/short instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
972,6a3b638a1226b8e7029ef19c,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T04:56:42.166Z,2026-06-24T04:56:42.166Z,,50% PROFIT BOOK IN INFY@1050,50% PROFIT BOOK IN INFY @1050,06161f1216c2d91c,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,INFY,INFY,"[""INFY""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[1050.0],1050.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
973,6a3b72181226b8e7029ef5e1,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-24T05:58:48.934Z,2026-06-24T05:58:48.934Z,,25% PROFIT BOOK IN NIFTY@23985,25% PROFIT BOOK IN NIFTY @23985,45af415d446558b1,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,,25.0,CURRENT_HOLDING,0.75,EXPLICIT_PERCENT,False,[23985.0],23985.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
974,6a3b76321226b8e7029ef796,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T06:16:18.201Z,2026-06-24T06:16:18.201Z,,BUY AXISBANK@1380 SL 1358 TGT 1410-1430,BUY AXISBANK @1380 SL 1358 TGT 1410-1430,0935febe24275673,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,AXISBANK,AXISBANK,"[""AXISBANK""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[1380.0],1380.0,1358.0,"[1410.0, 1430.0]",1410.0,1430.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
975,6a3b8b4d1226b8e7029efaae,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-24T07:46:21.555Z,2026-06-24T07:46:21.555Z,,50% PROFIT BOOK IN NIFTY @24071,50% PROFIT BOOK IN NIFTY @24071,9342ff32209d2ce1,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[24071.0],24071.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
976,6a3b90141226b8e7029efbe1,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-24T08:06:44.447Z,2026-06-24T08:06:44.447Z,,50% PROFIT BOOK IN NIFTY (STRIKE 24000/ JUNE)CE@ 212.50,50% PROFIT BOOK IN NIFTY (STRIKE 24000/ JUNE)CE @ 212.50,0db51f731e570649,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",JUN,24000,CE,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[212.5],212.5,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
977,6a3b92c51226b8e7029efd43,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T08:18:13.928Z,2026-06-24T08:18:13.928Z,,50% PROFIT BOOK IN FEDERALBANK@327,50% PROFIT BOOK IN FEDERALBANK @327,f6b1fc105a1e55eb,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,FEDERALBANK,FEDERALBANK,"[""FEDERALBANK""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[327.0],327.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
978,6a3b93a81226b8e7029efd66,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-06-24T08:22:00.526Z,2026-06-24T08:22:00.526Z,,SL TOUCH IN CRUDEOILM,SL TOUCH IN CRUDEOILM,8e0d910005545c62,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,CRUDEOILM,CRUDE_MINI,"[""CRUDE_MINI""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[],,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Stop-loss hit closes current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
979,6a3b98d21226b8e7029eff2c,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T08:44:02.697Z,2026-06-24T08:44:02.697Z,,FULL PROFIT BOOK IN INFY@1062.50,FULL PROFIT BOOK IN INFY @1062.50,2873f3ab0f86e532,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,INFY,INFY,"[""INFY""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[1062.5],1062.5,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit full exit.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
980,6a3b99291226b8e7029eff7e,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T08:45:29.795Z,2026-06-24T08:45:29.795Z,,50% PROFIT BOOK IN DLF@623.30,50% PROFIT BOOK IN DLF @623.30,15d7a67baba46c5e,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,DLF,DLF,"[""DLF""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[623.3],623.3,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
981,6a3b9f7b1226b8e7029f0015,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T09:12:27.474Z,2026-06-24T09:12:27.474Z,,INTRADAY 50% PROFIT BOOK IN HINDALCO@983,INTRADAY 50% PROFIT BOOK IN HINDALCO @983,9eec3cf1d57d30ce,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,HINDALCO,HINDALCO,"[""HINDALCO""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[983.0],983.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
982,6a3ba1b11226b8e7029f00df,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T09:21:53.553Z,2026-06-24T09:21:53.553Z,,50% PROFIT BOOK IN HDFCBANK@794,50% PROFIT BOOK IN HDFCBANK @794,3f6010a80bedd876,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,HDFCBANK,HDFCBANK,"[""HDFCBANK""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[794.0],794.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
983,6a3ba5261226b8e7029f0337,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-24T09:36:38.483Z,2026-06-24T09:36:38.483Z,,50% BUY NIFTY@24040 SL 23900 TGT 24200-24350,50% BUY NIFTY @24040 SL 23900 TGT 24200-24350,5da5b14de3541e35,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,NIFTY,NIFTY,"[""NIFTY""]",,,,LONG,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[24040.0],24040.0,23900.0,"[24200.0, 24350.0]",24200.0,24350.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
984,6a3ba62a1226b8e7029f042b,6a20c6ae59359ea1faef274f,Indian Indices,INDIA_INDEX,2026-06-24T09:40:58.849Z,2026-06-24T09:40:58.849Z,,50% SELL BANKNIFTY(JULY)@58500 SL 58900 TGT 58000-57500,50% SELL BANKNIFTY(JULY)@58500 SL 58900 TGT 58000-57500,3a91accebde69ce5,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,BANKNIFTY,BANKNIFTY,"[""BANKNIFTY""]",JUL,,,SHORT,50.0,MODEL_ALLOCATION,,EXPLICIT_PERCENT,False,[58500.0],58500.0,58900.0,"[58000.0, 57500.0]",58000.0,57500.0,False,False,False,True,0.97,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell with stop/target opens a short allocation.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
985,6a3ba6871226b8e7029f04c4,6a0d87fb835de84db3693578,NSE,INDIA_EQUITY,2026-06-24T09:42:31.204Z,2026-06-24T09:42:31.204Z,,BUY ICICIBANK@1374 SL 1360 TGT 1400-1410,BUY ICICIBANK @1374 SL 1360 TGT 1400-1410,ac201b774c0c1f83,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,ICICIBANK,ICICIBANK,"[""ICICIBANK""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[1374.0],1374.0,1360.0,"[1400.0, 1410.0]",1400.0,1410.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
986,6a3ba6f61226b8e7029f0587,6a0d881f835de84db369357c,MCX,INDIA_COMMODITY,2026-06-24T09:44:22.517Z,2026-06-24T09:44:22.517Z,,BUY CRUDEOILM@6830 STRICT  SL 6798 TGT 7000-7100,BUY CRUDEOILM @6830 STRICT SL 6798 TGT 7000-7100,f6e49e6e96cb7474,TRADE_ACTION,OPEN_LONG,SINGLE_INSTRUMENT,,CRUDEOILM,CRUDE_MINI,"[""CRUDE_MINI""]",,,,LONG,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[6830.0],6830.0,6798.0,"[7000.0, 7100.0]",7000.0,7100.0,False,False,False,True,0.98,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Buy instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
987,6a3bdf0b56a63e397cfc8e70,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-24T13:43:39.995Z,2026-06-24T13:43:39.995Z,,50% Profit Book in CBRE@ 135,50% Profit Book in CBRE @ 135,118d90f6f5fee150,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,CBRE,CBRE,"[""CBRE""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[135.0],135.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
988,6a3bea9456a63e397cfc91fc,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-06-24T14:32:52.417Z,2026-06-24T14:32:52.417Z,,Sell Russell @ 2999 with SL 3022 for target 2980-2960,Sell Russell @ 2999 with SL 3022 for target 2980-2960,38ca0ea9769ad444,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,Russell,RUSSELL,"[""RUSSELL""]",,,,SHORT,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[2999.0],2999.0,3022.0,"[2980.0, 2960.0]",2980.0,2960.0,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell/short instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
989,6a3beab956a63e397cfc9217,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-06-24T14:33:29.541Z,2026-06-24T14:33:29.541Z,,Sell dow @51905 with SL 52360 for target 51600-51400,Sell dow @51905 with SL 52360 for target 51600-51400,c7f1b75f53d947b3,TRADE_ACTION,OPEN_SHORT,SINGLE_INSTRUMENT,,dow,DOW,"[""DOW""]",,,,SHORT,100.0,MODEL_ALLOCATION,,DEFAULT_FULL_ALLOCATION,True,[51905.0],51905.0,52360.0,"[51600.0, 51400.0]",51600.0,51400.0,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Sell/short instruction.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
990,6a3bec0a56a63e397cfc92e1,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-06-24T14:39:06.236Z,2026-06-24T14:39:06.236Z,,Profit book in US 30Y T Bond@ 114,Profit book in US 30Y T Bond @ 114,b89dd1336b23928a,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,US 30Y T Bond,US_30Y_T_BOND,"[""US_30Y_T_BOND""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[114.0],114.0,,[],,,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Unqualified 'book profit' closes all remaining holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
991,6a3bf61756a63e397cfc97cd,6a0d8832835de84db3693580,International Market,GLOBAL_INDEX_OR_MACRO,2026-06-24T15:21:59.977Z,2026-06-24T15:21:59.977Z,,Hold Russell with SL 3032,Hold Russell with SL 3032,b702b4df470b8c5d,TRADE_UPDATE,UPDATE_STOP_LOSS,SINGLE_INSTRUMENT,,Russell,RUSSELL,"[""RUSSELL""]",,,,,,NONE,,NOT_APPLICABLE,False,[],,3032.0,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Hold and update stop loss.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
992,6a3c3bde56a63e397cfca49b,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-24T20:19:42.672Z,2026-06-24T20:19:42.672Z,,Book 50% profit in stx @1050,Book 50% profit in stx @1050,08435b396ba7fa57,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,stx,STX,"[""STX""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[1050.0],1050.0,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
993,6a3c3c1d56a63e397cfca4d4,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-24T20:20:45.158Z,2026-06-24T20:20:45.158Z,,Book 50% profit in soxl @246.60,Book 50% profit in soxl @246.60,79563870d2fe782e,TRADE_ACTION,REDUCE_POSITION,SINGLE_INSTRUMENT,,soxl,SOXL,"[""SOXL""]",,,,,50.0,CURRENT_HOLDING,0.5,EXPLICIT_PERCENT,False,[246.6],246.6,,[],,,False,False,False,True,0.99,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Explicit percentage reduction of current holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
994,6a3c3dd756a63e397cfca5e8,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-24T20:28:07.467Z,2026-06-24T20:28:07.467Z,,Book profit in sndk @2150,Book profit in sndk @2150,42d7ca57b1d0d84a,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,sndk,SNDK,"[""SNDK""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[2150.0],2150.0,,[],,,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Unqualified 'book profit' closes all remaining holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
995,6a3c3deb56a63e397cfca613,6a0d8832835de84db3693580,International Market,GLOBAL_EQUITY,2026-06-24T20:28:27.112Z,2026-06-24T20:28:27.112Z,,Book profit in mu @1192,Book profit in mu @1192,ca16ee7c9c78e695,TRADE_ACTION,CLOSE_POSITION,SINGLE_INSTRUMENT,,mu,MU,"[""MU""]",,,,,100.0,CURRENT_HOLDING,0.0,FULL_EXIT_RULE,False,[1192.0],1192.0,,[],,,False,False,False,True,0.96,False,AUTO_HIGH_CONFIDENCE,RULE_BASED_AND_CURATED,Unqualified 'book profit' closes all remaining holding.,REDUCE_POSITION uses current holding: new_holding = current_holding * (1 - quantity_percent / 100).,1,1,False,READY_FOR_AUTO_APPLY
